Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Espana,Price / Espana,Compare At Price / Espana,Status
pulsera-granocafe-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Gucci_6_mm_20_cm_3.jpg?v=1769834013,5,"",,,,,,,,,,,
pulsera-cubana-hombre,Pulsera Cubana Hombre,"<p>Pulsera de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Pulsera Cubana de 20 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Pulseras,"","Hombre, Oro laminado, Pulseras",true,Grosor,4mm/20cm,,,,,,,,'52390,0.0,shopify,continue,manual,45.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_cubana_6mm.png?v=1781197753,1,"",false,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Pulsera de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
pulsera-cubana-hombre,,,,,,,,,6mm/20cm,,,,,,,,'52395,0.0,shopify,continue,manual,49.00,72.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/PULSERA_CUBANA_6MM.jpg?v=1769833837,2,"",,,,,g,,,,,,
pulsera-cubana-hombre,,,,,,,,,8mm/20cm,,,,,,,,'52397,0.0,shopify,continue,manual,60.00,85.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Cubana_6_mm_20_cm_3.jpg?v=1769833837,3,"",,,,,g,,,,,,
pulsera-cubana-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Pulsera_Cubana_6_mm_20_cm_2.jpg?v=1769833837,4,"",,,,,,,,,,,
cadena-egipcia-mujer,Cadena Egipcia Mujer,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Egipcia 45 cms y 3 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Mujer, Oro laminado",true,Grosor,3mm,,Largo,45cm,,,,,'43488,0.0,shopify,continue,manual,45.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/IMG_9342.jpg?v=1764722452,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-egipcia-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/IMG_9339_2.jpg?v=1764722451,2,"",,,,,,,,,,,
cadena-egipcia-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/IMG_9338.jpg?v=1764722451,3,"",,,,,,,,,,,
cadena-chinesca-mujer,Cadena Chinesca Mujer,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Chinesca 45 cms y 4 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Mujer, Oro laminado",true,Medida,4mm/45cm,,,,,,,,'44881,0.0,shopify,continue,manual,56.50,75.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Dama_china_2.png?v=1781198449,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/DAMA_CHINESCA_4MM_3.jpg?v=1771087914,g,,,true,,,active
cadena-chinesca-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/DAMA_CHINESCA_4MM_3.jpg?v=1771087914,2,"",,,,,,,,,,,
cadena-chinesca-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Chinesca_4_mm_45_cm_2.jpg?v=1771087886,3,"",,,,,,,,,,,
cadena-cartier-mujer,Cadena 3x1 Mujer,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cartier de 45 cms y 3 mm grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Mujer, Oro laminado",true,Grosor,3mm,,Largo,45cm,,,,,'42490,0.0,shopify,continue,manual,45.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENAS_mujer_CARTER_2.webp?v=1764722452,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-cartier-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_mujer_CARTER-2MM.jpg?v=1764722452,2,"",,,,,,,,,,,
cadena-cubana-mujer,Cadena Cubana Mujer,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cubana de 45 cms y 3 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Mujer, Oro laminado",true,Medida,3mm/45cm,,,,,,,,'42389,0.0,shopify,continue,manual,45.00,65.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Dama_cubana.png?v=1781198510,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-cubana-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_mujer_CUBANA-2MM_1b1b6ff1-2df0-4303-88df-692cbbdbf08e.webp?v=1764722453,2,"",,,,,,,,,,,
cadena-cubana-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Dama_cubana_2.png?v=1781198534,3,"",,,,,,,,,,,
cadena-cubana-mujer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENAS_mujer_CUBANA_2.webp?v=1764722454,4,"",,,,,,,,,,,
cadena-grabada-hombre,Cadena Grabada Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Grabada 65 cms disponible en 2 medidas (6mm y 9mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'41189,0.0,shopify,continue,manual,60.00,80.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA-GRABADA-6MM_19fc5c40-5282-41dd-9df4-f2898b87fd5d.webp?v=1769832203,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-grabada-hombre,,,,,,,,,6mm/65cm,,,,,,,,'41200,0.0,shopify,continue,manual,70.00,95.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENAS_GRABADA_6MM.jpg?v=1769832203,2,"",,,,,g,,,,,,
cadena-grabada-hombre,,,,,,,,,8mm/65cm,,,,,,,,'41220,0.0,shopify,continue,manual,80.00,109.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA-GRABADA-4MM_1a2d2d56-7b83-4336-a434-2d669d5204b7.jpg?v=1769832203,3,"",,,,,kg,,,,,,
cadena-grabada-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Puesta-Cadena-Hombre-Grabada-6mm_8d41344d-beb5-4601-9942-96ecc13a8beb.webp?v=1769832203,4,"",,,,,,,,,,,
cadena-rustica-hombre,Cadena Rustica Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Lazo 65 cms disponible en 2 medidas (6mm y 8mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cmm,,,,,,,,'42598,0.0,shopify,continue,manual,70.00,115.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_RUSTICA_6MM_2.jpg?v=1769832023,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-rustica-hombre,,,,,,,,,6mm/65cm,,,,,,,,'42600,0.0,shopify,continue,manual,80.00,130.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA-RUSTICA_20ad8630-d531-4d85-be5c-3605b5cd06a6.webp?v=1769832023,2,"",,,,,kg,,,,,,
cadena-rustica-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_RUSTICA_4MM.jpg?v=1769832024,3,"",,,,,,,,,,,
cadena-rustica-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_RUSTICA_6MM.jpg?v=1769831733,4,"",,,,,,,,,,,
cadena-veneciana-hombre,Cadena Veneciana Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Veneciana 65 cms disponible en 2 medidas (4mm y 6mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,3mm/65cm,,,,,,,,'42693,0.0,shopify,continue,manual,55.00,75.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/BLANCO_VENECIANA-4MM.jpg?v=1769833244,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-veneciana-hombre,,,,,,,,,4mm/65cm,,,,,,,,'42695,0.0,shopify,continue,manual,60.00,80.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cadena_veneciana_6mm.png?v=1781197124,2,"",,,,,g,,,,,,
cadena-veneciana-hombre,,,,,,,,,6mm/65cm,,,,,,,,'42700,0.0,shopify,continue,manual,70.00,95.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cadena_veneciana_6mm_2.png?v=1781197153,3,"",,,,,kg,,,,,,
cadena-veneciana-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/VENECIANA_HOMBRE_6MM.webp?v=1769833244,4,"",,,,,,,,,,,
cadena-veneciana-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cadena_veneciana_6mm_3.png?v=1781197169,5,"",,,,,,,,,,,
cadena-chinesa-hombre,Cadena Chinesca Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clasico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Chinesca 65 cms disponible en 2 medidas (6mm y 9mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'44883,0.0,shopify,continue,manual,60.00,110.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_CHINA_8MM.jpg?v=1769831916,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-chinesa-hombre,,,,,,,,,6mm/65cm,,,,,,,,'44888,0.0,shopify,continue,manual,69.00,125.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/BLANCA_CHINESCA-4MM_1f3d34c3-0912-41fc-a6af-32b444ec4d9b.jpg?v=1772334540,2,"",,,,,g,,,,,,
cadena-chinesa-hombre,,,,,,,,,8mm/65cm,,,,,,,,'44890,0.0,shopify,continue,manual,80.00,140.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_CHINA_6MM_a976b4d5-047c-4fe1-9c87-ab2da23d7fc4.jpg?v=1772334540,3,"",,,,,kg,,,,,,
cadena-chinesa-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CHINA6MM5.webp?v=1769831916,4,"",,,,,,,,,,,
cadena-chinesa-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cadena_China_6mm_2.png?v=1781197068,5,"",,,,,,,,,,,
cadena-cartier-hombre,Cadena 3x1 Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cartier de 65 cms disponible en 2 medidas (6mm y 8.5mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.<br>
</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'42498,0.0,shopify,continue,manual,60.00,80.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/BLANCO-CARTER-4MM.jpg?v=1770385471,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-cartier-hombre,,,,,,,,,6mm/65cm,,,,,,,,'42500,0.0,shopify,continue,manual,70.00,95.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CARTIER_9MM.webp?v=1770385471,2,"",,,,,g,,,,,,
cadena-cartier-hombre,,,,,,,,,8mm/65cm,,,,,,,,'42520,0.0,shopify,deny,manual,80.00,109.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/DSC_0286.jpg?v=1769833065,3,"",,,,,kg,,,,,,
cadena-cartier-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cadena-Carter-Comparativa_e0bcb949-9587-49f1-82a6-c60ae3af6e11.jpg?v=1769833065,4,"",,,,,,,,,,,
cadena-cartier-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/3X1.jpg?v=1769833065,5,"",,,,,,,,,,,
cadena-lazo-hombre,Cadena Lazo Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Lazo 65 cms disponible en 2 medidas (6mm y 8mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'42788,0.0,shopify,continue,manual,60.00,80.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_LAZO_6MM.jpg?v=1769123316,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cadena_lazo_4mm_2.png?v=1781196872,g,,,true,,,active
cadena-lazo-hombre,,,,,,,,,6mm/65cm,,,,,,,,'42800,0.0,shopify,continue,manual,70.00,95.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/BLANCA_LAZO-4MM.jpg?v=1769831943,2,"",,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_LAZO_6MM.jpg?v=1769123316,g,,,,,,
cadena-lazo-hombre,,,,,,,,,8mm/65cm,,,,,,,,'42800,0.0,shopify,deny,manual,80.00,109.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/DSC_0325.jpg?v=1778126986,3,"",,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cadena_lazo_8mm.png?v=1781196731,kg,,,,,,
cadena-lazo-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cadena_lazo_4mm_2.png?v=1781196872,4,"",,,,,,,,,,,
cadena-lazo-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cadena_lazo_8mm.png?v=1781196731,5,"",,,,,,,,,,,
cadena-lazo-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Lazo_6_mm_65_cm_1.jpg?v=1769831943,6,"",,,,,,,,,,,
cadena-serpiente-hombre,Cadena Serpiente Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Serpiente 65 cms disponible en 2 medidas (6mm y 8.5mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'42287,0.0,shopify,continue,manual,60.00,80.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA-SERPIENTE-6MM_6ed8e0d2-dad3-4d01-8206-4549142c6aa0.webp?v=1764722468,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-serpiente-hombre,,,,,,,,,6mm/65vm,,,,,,,,'42300,0.0,shopify,continue,manual,70.00,95.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_SERPIENTE_6MM.jpg?v=1769831821,2,"",,,,,g,,,,,,
cadena-serpiente-hombre,,,,,,,,,8mm/65cm,,,,,,,,'42320,0.0,shopify,deny,manual,80.00,109.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Serpiente_6_mm_65_cm_2.jpg?v=1769831821,3,"",,,,,kg,,,,,,
cadena-granocafe-hombre,Cadena Grano de Café Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Gucci 65 cms y 6 mm de grosor.</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Ropa y accesorios > Joyería > Collares,"","Cadenas, Hombre, Oro laminado",true,Medida,6mm/65cm,,,,,,,,'42900,0.0,shopify,continue,manual,80.00,109.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cadena_grano_de_cafe_6mm.png?v=1781196984,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-granocafe-hombre,,,,,,,,,7mm/65cm,,,,,,,,'42925,0.0,shopify,continue,manual,85.00,115.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/BLANCO_-ANCLA-4MM.webp?v=1769833315,2,"",,,,,g,,,,,,
cadena-granocafe-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/grano_de_cafe_3.webp?v=1769833315,3,"",,,,,,,,,,,
cadena-granocafe-hombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/grano_de_cafe_2.jpg?v=1769833315,4,"",,,,,,,,,,,
cadena-cubana-hombre,Cadena Cubana Hombre,"<p>Cadena de Oro Laminado Italiano 18K con diseño clásico y acabado brillante. Perfecta para usar sola o con otros accesorios, combina elegancia y durabilidad. Una pieza resistente que mantiene su belleza a lo largo del tiempo, ideal para realzar cualquier look. Todas nuestras joyas son contramarcadas en sus broches (por un lado el doble lingote que nos identifica y por le otro el 18K).</p>
<p>Incluye:</p>
<ul>
<li>Cadena Cubana 65 cms disponible en 2 medidas (6mm y 9mm).</li>
<li>Caja Magnética de Lujo pagando por PayU.</li>
<li>Certificado de Calidad y Garantía de por vida.</li>
</ul>",ISIS JOYERÍA,Sin categoría,Cadena,"Cadenas, Hombre, Oro laminado",true,Medida,4mm/65cm,,,,,,,,'42390,0.0,shopify,continue,manual,60.00,80.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/CADENA_CUBANA_6MM.jpg?v=1770385456,1,"",false,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,Cadena de Oro Laminado: Elegancia y Durabilidad a tu Alcance,,g,,,true,,,active
cadena-cubana-hombre,,,,,,,,,6mm/65cm,,,,,,,,'42395,0.0,shopify,continue,manual,70.00,95.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cubana_6_mm_65_cm_2_d4ce9fda-b6a3-4a82-a1df-2f0ac0f9e45a.jpg?v=1770385456,2,"",,,,,g,,,,,,
cadena-cubana-hombre,,,,,,,,,9mm/65cm,,,,,,,,'42397,0.0,shopify,deny,manual,80.00,109.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0625/4061/1761/files/Cubana_9mm_65_cm_1.jpg?v=1770385456,3,"",,,,,kg,,,,,,
